epoch,training_loss
1,0.22350032155106708
2,0.0868653933912053
3,0.03260436132054636
4,0.023206668523885723
5,0.018763975663618607
6,0.016480851860638468
7,0.015176891487612164
8,0.013645337056162088
9,0.012974503299349427
10,0.012276607183553691
11,0.011732359418847873
12,0.011462564743278825
13,0.011121684326036541
14,0.010811826870869639
15,0.01054811371932273
16,0.010407614866540068
17,0.010397012376468092
18,0.009905677676993832
19,0.009944575324555458
20,0.009698064258516232
21,0.009688132089416098
22,0.009628270523511121
23,0.009639637433240261
24,0.009686848541056767
25,0.009603047846690515
26,0.009491481696422771
27,0.00943014944207642
28,0.009497325330510108
29,0.009221989405393071
30,0.00930577001127594
31,0.009050466533246431
32,0.009203143236113757
33,0.00902897397060352
34,0.009013272177617989
35,0.008960146597378005
36,0.00907577167857777
37,0.00879700485195659
38,0.008820161586854516
39,0.0087990353747112
40,0.008833506683552608
41,0.008625091311672575
42,0.008997597874136034
43,0.008763503605404873
44,0.008859964273456988
45,0.008802882847923398
46,0.008515522379568569
47,0.008549360372539106
48,0.008638416848531583
49,0.00857044164991696
50,0.008593463051874198
51,0.00874627878819231
52,0.008796613655174914
53,0.008597980846058239
54,0.008622338660804765
55,0.00861399348189191
56,0.008791965814493184
57,0.008744879466731375
58,0.008692113364615091
59,0.008468581408989139
60,0.008555660755301262
61,0.008446261518017415
62,0.00879904700488579
63,0.00852914501452393
64,0.008716815855444931
65,0.008380554732092205
66,0.00849238256128823
67,0.008510220605888283
68,0.008588227887375656
69,0.008301060374190167
70,0.008482391712670845
71,0.008402158310038023
72,0.008337452776416178
73,0.008655867925504358
74,0.008746283017346706
75,0.0083113551932798
76,0.008341505363616605
77,0.008382363752885298
78,0.008504996542920031
79,0.008522799168352012
80,0.008318432683162309
81,0.008563394292759525
82,0.008515167659243565
83,0.008512260644240285
84,0.008307219080280042
85,0.008232722525586047
86,0.008423794663930414
87,0.008270255213566207
88,0.00835373132033253
89,0.008383619811741053
90,0.008290357441701276
91,0.008332002982332014
92,0.008194374668095963
93,0.008585551889931283
94,0.008244233226564665
95,0.00839406476581176
96,0.008246829398719804
97,0.0083531661995763
98,0.008326734513242598
99,0.008433825160870267
100,0.008315601792938165
